  Name  nsuef,Email Addresshbjjb , Password 12582,Salt %^bh ,Date of Birth   ,Street Name  9x9x ,Parish   hbjjb, Zip   12582,Country  %^bh,Account Branch   ,Loyalty Pointsnsuef ,Gender  ,Contact Number  (raw) ,Signup Date 2018 ,Total Purchases  
Kirsten Singh,Kirsten.Singh@mail.kkhair.net,urE1&Ekw8RDG,6baf15402ef20d49,1956-08-03,Harbour View #293,St. James,45056,Barbados,Bridgetown,11952,Male,+ 14391032  ,2016-09-10,55
 Jermaine Jean-Baptiste  ,Jermaine.Jean-Baptiste@loyalty.kkhair.com,gmkhLaD$,e5c02effb76944a6,1966-08-20,Independence Ave #185,Diego Martin,00000,Trinidad & Tobago,San Fernando,14948,Non-binary,+1 (868) 75021885,2016/07,36
Dwayne Best,Dwayne.Best@@mail.kkhair.net,#MwcK7QFV#N58hXF,5a7414a9d2df9dee,1961/02/14,Bamboo Crescent #292,St. Paul Charlestown,KN0302,St. Kitts & Nevis,Charlestown,13574,Female,+ 3959459211857235  ,2016/04/15,35
Rohan Baptiste,Rohan.Baptiste.389@loyalty.kkhair.com,@7k9trcfpcdmGw#0,1c5a2afaa381ce30,1955-09-17,Coconut Walk #181,Arima,73405,Trinidad & Tobago,Port of Spain,21592,Male,+ 4966529483  ,2017/12/08,15
 Jermaine Williams  ,JERMAINE.WILLIAMS@loyalty.kkhair.com,D37V59@4BG,4cafa16209e280ff,1971/05/11,Palm Grove #212,St. George Basseterre,1577,St. Kitts & Nevis,Sandy Point,12921,Prefer not to say,697-4721-71243,2018/05/16,103
D’Andre O'Connor Williams,DAndre.Williams@loyalty.kkhair.com,&5W!AOb8lh,579ec8d25c286c73,1990/06,Bay Street #226,St. Catherine,49074,Jamaica,Kingston,19008,Female,519-5663-0063,2016-08-29,6
 Renée Forde  ,Rene.Forde@kkhairemporium.com,nlAUz8F1Uu9uO*Y4,1ab91f25c3a95f01,2006/06,Bamboo Crescent #54,Gros Islet,3108,St. Lucia,Vieux Fort,18740,Male,+1 (758) 4602136884,2018/10/20,88
Zoë Singh,ZO.SINGH@loyalty.kkhair.com,k83URutCVUq*,f0d6044577b4ef3b,1972/05/24 ,Bay Street #210,St. Catherine,30532,Jamaica,Spanish Town,21764,Non-binary,7464550728310185,2016/04/10,6
Latoya Brathwaite,Latoya.Brathwaite@kkhairemporium.com,bO^bna,dff88fd26edc6c9c,1976/09/24,Hibiscus Lane #154,St. John Figtree,KN0503,St. Kitts & Nevis,Charlestown,18811,Prefer not to say,(379) 2262,2016/06/01,23
Latoya Grant,LATOYA.GRANT@loyalty.kkhair.com,LbOaG8,d0fd528bfe7dc0a3,1963/05/10,Coconut Walk #249,Clarendon,60969,Jamaica,Montego Bay,6716,Prefer not to say,+1 (876) 885874895571,2017/06,33
Sofía Alleyne Greenidge,Sofa.Greenidge@mail.kkhair.net,uksC#J$64VXj,2fabf745101a0a9b,1994/04,Queen's Road #282,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Sandy Point,23899,Female,34424627123,2017/05,116
Jéssica Dottin,Jssica.Dottin@loyalty.kkhair.com,*cYu#xpZa^!!P8#s,f6ed71fe77dcd0ff,1984/03/28,Palm Grove #29,St. Philip,BB23026,Barbados,Warrens,11920,Female,+1 (246) 2962901079,2017/01/07,18
Kareem Williams,Kareem.Williams@loyalty.kkhair.com,2@pi64OA4v,a2e190faa60b6caf,2001/10,Coral Ridge #190,Port of Spain,69433,Trinidad & Tobago,Port of Spain,6222,Female,(967) 2128156,2018-07-10,105
Latoya Jean-Baptiste,LATOYA.JEAN-BAPTISTE@kandk-hair.co,vNk C8n9Ea2ye^V^B,86d3de56cdad1cff,1986/05/23,Mango Tree Drive #125,Clarendon,11,Jamaica,Kingston,10435,Prefer not to say,(250) 4025898,2016/02/22,116
D’Andre Brathwaite,DAndre.Brathwaite@loyalty.kkhair.com,^ctKoc,2b1e973cc03d32ab,1994-03-07,Seaview Terrace #146,Castries,5513,St. Lucia,Vieux Fort,21443,Non-binary,+1 (758) 004584,2016/10/09,61
Tia  Jean-Baptiste,Tia.Jean-Baptiste@ loyalty.kkhair.com,Q3S#fCYB,c9f459ba3f177b29,1971/7/4,Seaview Terrace #209,St. Thomas,BB14000,Barbados,Bridgetown,23908,Female,+ 53980488  ,2018/05/04,21
Jamal Grant Singh,JAMAL.SINGH@mail.kkhair.net,#oY0&n,079c353b13c8a8dc,1988/03/02,Sunset Blvd #80,Vieux Fort,4588,St. Lucia,Castries,4169,Prefer not to say,+ 9876229579  ,2018/09/27,4
Andre van der Kringle,ANDRE.KRINGLE_668@kandk-hair.co,m2eJwWkHG5l1,883b5d89b4d9b823,1996/07/12,Coconut Walk #260,St. John Figtree,KN0302,St. Kitts & Nevis,Basseterre,19757,Male,837-3965-242760741,2017-06-19,114
Shanice Pérez,Shanice.Prez_334@LOYALTY.KKHAIR.COM,s3tlA&Gp,bb20b84b4fa0bc18,2002/02/25,Sugar Cane Way #7,Soufrière,3561,St. Lucia,Castries,4957,Prefer not to say,(340) 2937,2016-08-03,31
Kirsten Baptiste,Kirsten.Baptiste@mail.kkhair.net,L3Q#$pLX&56L,498626dfbf5cd80a,1992/12/02,Seaview Terrace #257,St. Andrew,06,Jamaica,Kingston,13003,Female,317790534038,2017/03/29,13
D’Andre De la Cruz,DANDRE.CRUZ-287@kkhairemporium.com,hpC#^UyjoTJE9*mU,82a20cd0d57cb1ZZ,1991/10/26,Seaview Terrace #90,Gros Islet,6094,St. Lucia,Vieux Fort,20941,Male,518-2613,2018/05/01,7
Dwayne Morris Hernández,Dwayne.Hernndez@kkhairemporium.com,ie9Tx2^Y1Vg&B1lY,5391e7f61e286060,1968-11-28,Palm Grove #175,St. John Figtree,3901,St. Kitts & Nevis,Basseterre,15806,Female,+1 (869) 247485798889,2017/04/18,29
Jamal Hernández,JAMAL.HERNNDEZ@kandk-hair.co,PGeoLFL!,b972c9b8e11f58d6,2001/12,Cedar Park #180,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Sandy Point,11016,Male,+1 (869) 75007709903,2016/10/23,112
D’Andre Campbell,DANDRE.CAMPBELL_215@#.kandk-hair.co,1HcogkNZdlzA,0d55c162c84cc773,1981-04-09,Market Street #80,Christ Church,BB14000,Barbados,Bridgetown,15576,Female,719945740519,2018/01/11,9
Mikaël St. Clair-Jean-Baptiste,Mikal.Clair-Jean-Baptiste@kandk-hair.co,CUVl83EUxHoE,045cf31cdad05956,1994/12/28,Coconut Walk #42,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Sandy Point,2800,Prefer not to say,+1 (869) 32279975,2016/09/06,59
Kofi St. Clair,Kofi.Clair@mail.kkhair.net,m9nOoliH,83599b9de626e2f8,1955/01/18,Harbour View #165,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Charlestown,11530,Prefer not to say,+1 (869) 034011761706,2016/03/16,86
Jermaine Thompson,Jermaine.Thompson@KKHAIREMPORIUM.COM,O8WT2Hbd,2a94c1e4923d8685,1961/04/03,Coconut Walk #243,St. Catherine,96360,Jamaica,Montego Bay,4734,Non-binary,(822) 3064211684603,2017/12/13,89
Kofi Williams,Kofi.Williams@@kkhairemporium.com,GPyDm3IOb3eP,9336f379d730f1fd,1983/10/27,Harbour View #28,Castries,LC10 201,St. Lucia,Castries,8987,Female,(544) 747334359,2018-06-03,61
Jamal De la Cruz,JAMAL.CRUZ@kandk-hair.co,OgGaB8cko%PY,e80b50ab1bf428e4,2000-05-02,Hibiscus Lane #89,St. James,20087,Barbados,Oistins,3108,Female,+ 54062789088  ,2016/04/20,102
Keisha Dottin,Keisha.Dottin@loyalty.kkhair.com,uAEkxQX!,b06bd3d5e382685f,1999/05,Hibiscus Lane #162,Clarendon,40477,Jamaica,Montego Bay,5894,Female,+1 (876) 420942079374,2018/11/06,79
Dwayne Williams,Dwayne.Williams@kandk-hair.co,CaUT!@CYLx,ebe473d24427a332,1973-08-12,Palm Grove #244,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Charlestown,1453,Male,(469) 4841232223208,2017/05/25,41
Andre Dottin,ANDRE.DOTTIN@domain_with_space.KKHAIREMPORIUM.COM,T4%A9vpCo2xrWg%a,6e2b372e98706e8e,1975/10/02,Sunset Blvd #115,San Fernando,TT2002,Trinidad & Tobago,San Fernando,18837,Non-binary,245-5407-700,2017/04,41
Khadija Williams,Khadija.Williams_798@kkhairemporium.com,,,,,,,,,,,,,
Latoya Ramdeen,Latoya.Ramdeen@kandk-hair.co,V%qf9smYxI,949d8f74ba1da40a,1974/08/20,Bay Street #226,Manchester,04,Jamaica,Montego Bay,5207,Female,(578) 90355081,2018/04/28,102
Tanesha Brathwaite,Tanesha.Brathwaite@kkhairemporium.com,xeOHhUkVP1,80513cfa71027829,1986/04/27,Market Street #27,Soufrière,LC04 101,St. Lucia,Vieux Fort,2364,Non-binary,+ 4654840000400464  ,2017/05/30,49
D’Andre Thompson,DAndre.Thompson@loyalty.kkhair.com,sKY2rO42hky^f8Qk,353cb5b13ba0973a,1994/05/27,Bay Street #37,St. John Figtree,KN0101,St. Kitts & Nevis,Charlestown,14183,Non-binary,(763) 1032319,2018/08/24,46
Tia Johnson,Tia.Johnson@mail.kkhair.net,xGNk*Dx$ilE4qIJ@,5ea2899009ca8c74,1980/12/11,Cedar Park #258,Soufrière,1299,St. Lucia,Castries,15676,Prefer not to say,+ 764973780534  ,2017/12/19,12
Jermaine Johnson,Jermaine.Johnson@mail.kkhair.net,hkpyUuWGqRAo,f0bdea30bd6df198,1997/11/01,Bay Street #57,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Sandy Point,15337,Female,5015544,2016/03/14,100
José Singh,Jos.Singh-646@kandk-hair.co,ITRR8X0AER,50a0a60e5ff44fca,2004/11/28,Sugar Cane Way #285,St. Paul Charlestown,KN0302,St. Kitts & Nevis,Charlestown,21139,Prefer not to say,+ 6036698027644829  ,2017/08/07,46
Andre Baptiste,Andre.Baptiste@mail.kkhair.net,GrJ!n1KioXy2Qc8w,5b13c2bdf1f461ZZ,1972/08,Cedar Park #158,St. Peter,BB14000,Barbados,Bridgetown,6832,Prefer not to say,+1 (246) 32692494,2016/01/08,48
Chloë Holder,Chlo.Holder@loyalty.kkhair.com,in*t7mH3,b3240671bcdd8469,2005/01/10,Sugar Cane Way #247,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Charlestown,16413,Non-binary,+ 3773485030  ,2017/01,60
Renée Pérez-Greenidge,Rene.Prez-Greenidge@loyalty.kkhair.com,sJN$F7sY7!E$,825de5ff8fc2190e,1969/11/02,Cedar Park #196,St. Catherine,06,Jamaica,Spanish Town,10379,Prefer not to say,180-2040,2016/01/17,13
Keisha Williams,KEISHA.WILLIAMSmail.kkhair.net,U4^mLYCTOdkA,2203a9bce727f112,1996/5/16,Hibiscus Lane #48,St. John Figtree,6889,St. Kitts & Nevis,Basseterre,16373,Male,+1 (869) 217373,2018-09-12,84
 Keisha García  ,Keisha.Garca@KANDK-HAIR.CO,uuHba1jA^WQI2Zgv,a287a18f22019a12,1976/09/30,Sugar Cane Way #58,St. George,52988,Barbados,Bridgetown,4951,Prefer not to say,934-7796-605,2018-10-25,42
 Tyrone Brathwaite  ,Tyrone.Brathwaite-886@loyalty.kkhair.com,#1o!RHn%u@,3393c1b02fabf15c,2004/03/14,Queen's Road #24,Chaguanas,00000,Trinidad & Tobago,San Fernando,9142,Male,426-7088-0501,2016/09/10,85
Renée Best,RENE.BEST@MAIL.KKHAIR.NET,0#oLta,c2e01d287dbf47ec,1964/05/26,Queen's Road #129,St. George Basseterre,KN0101,St. Kitts & Nevis,Sandy Point,1237,Female,760-1751-800778428,2018/01/23,55
Khadija van der Kringle,KHADIJA.KRINGLE@MAIL.KKHAIR.NET,wDMpHAbt,5e5bf76de81351b8,1996/09/29,Bamboo Crescent #201,St. George,BB14000,Barbados,Bridgetown,5779,Male,+ 62083610  ,2016/03/19,62
D’Andre Forde,DAndre.Forde.408@kandk-hair.co,RTnOpY4Wj3,4cbc6c14b7cf6414,1979/10/02 ,Bamboo Crescent #282,St. Michael,BB23026,Barbados,Bridgetown,20071,Prefer not to say,73871834100,2018/06/14,69
Khadija Grant,Khadija.Grant@kandk-hair.co,3hCO1a&@eX,7fb099e1a718f04f,2006-10-05,Cedar Park #234,Soufrière,LC12 301,St. Lucia,Castries,6162,Female,+ 050198575473  ,2018-11-06,69
Aaliyah Baptiste,Aaliyah.Baptiste@kkhairemporium.com,xbVr&UjO,136a58e22efb0b36,1965/10/19,Seaview Terrace #137,Castries,LC04 101,St. Lucia,Gros Islet,24532,Female,+1 (758) 4120074045156993,2016/11/11,89
Tyrone Pérez,TYRONE.PREZ@mail.kkhair.net,zftVwAgWgU0z0f4k,36f6924a27dc96d9,1993/05/10 ,Sugar Cane Way #100,St. George Basseterre,KN0503,St. Kitts & Nevis,Charlestown,19535,Non-binary,+ 68150895  ,2017/08/24,29
Rashida Greenidge,Rashida.Greenidge@kandk-hair.co,zbJtAEC%,73c04a04f080097d,1993/06/18,Mango Tree Drive #21,St. Peter,BB17001,Barbados,Warrens,1403,Male,578-9663-680,2018/09/21,7
Jéssica Joseph,JSSICA.JOSEPH@mail.kkhair.net,*vL7@g7Um^Yrna#0,ce52dc00cc25f195,2003/10/31,Harbour View #166,St. Paul Charlestown,1380,St. Kitts & Nevis,Charlestown,2460,Prefer not to say,+1 (869) 22419979703,2016/05/07,33
Zoë Clarke,Zo.Clarke@loyalty.kkhair.com,fI&FyG1O*W6rXhxm,0ddd91af970f06e5,1985/01/01,Cedar Park #124,St. John Figtree,KN0302,St. Kitts & Nevis,Sandy Point,24082,Prefer not to say,+ 415578  ,2016/07/20,93
Rohan St. Clair Jean-Baptiste,Rohan.Jean-Baptiste@mail.kkhair.net,JGF zo@*u5CeT903r,90e8c803aee9dc43,1998/08/01,Queen's Road #219,Chaguanas,92723,Trinidad & Tobago,San Fernando,21757,Non-binary,4586672,2016/04,20
José Best,JOS.BEST-793@loyalty.kkhair.com,D0&^BErz&^Xr,8dd5dd217bcbf819,1962/02/08,Cedar Park #297,St. Andrew,29091,Jamaica,Kingston,20542,Non-binary,600-126,2017/08,81
Devon Pérez,DEVON.PREZ@,YTPNRNFegm8%,c4f950a54ae61f65,1990/08/08 ,Bamboo Crescent #205,St. George,BB14000,Barbados,Oistins,14661,Female,+ 861171340250  ,2018/04/13,18
Kirsten Núñez,Kirsten.Nez@mail.kkhair.net,hOy K@!Hkk0,bb6fabfa5182ba55,1959/06/18,Sunset Blvd #205,Chaguanas,TT1335,Trinidad & Tobago,Port of Spain,20551,Male,77444332945,2018/12/11,117
José van der Kringle,Jos.Kringle@MAIL.KKHAIR.NET,J9t $BLnb05jc,e995572c84344dbb,1997/02/24,Palm Grove #93,Chaguanas,00000,Trinidad & Tobago,San Fernando,21078,Non-binary,+ 9991584345  ,2017/12,83
Jéssica Campbell,Jssica.Campbell@mail.kkhair.net,1BjEQL,e8a0f63452325c94,2000-10-31,Coconut Walk #135,St. Ann,16,Jamaica,Montego Bay,20828,Prefer not to say,705070,2016/02/10,119
Tia De la Cruz,TIA.CRUZ@kandk-hair.co,a@^gG!f9,7effa56d6c39b883,2003/12/04,Market Street #186,St. James,19,Jamaica,Montego Bay,4810,Female,651-599,2018/09,57
Anaïs O'Connor,ANAS.OCONNOR@kandk-hair.co,DjBM@QXi2m7W,1430015fd9be10b3,1984/03,Bay Street #28,St. John Figtree,KN0101,St. Kitts & Nevis,Charlestown,22943,Female,37693287,2016-12-09,118
Dwayne De la Cruz,Dwayne.Cruz@MAIL.KKHAIR.NET,uHA&!rd4P5,399883c8ac586804,1995/01/30,Sunset Blvd #182,Diego Martin,TT7783,Trinidad & Tobago,San Fernando,181,Prefer not to say,518251,2016-08-30,120
Keisha van der Kringle,Keisha.Kringle@kkhairemporium.com,12j0Z6WblQ,8780205cbaec9ebd,1990/06/03 ,Mango Tree Drive #99,Clarendon,87063,Jamaica,Montego Bay,9858,Female,+1 (876) 0506859023309462,2018/09/20,110
Anaïs Johnson,ANAS.JOHNSON@mail.kkhair.net,PALv*a,2d461c3b1f31dc3c,1974/10/05,Cedar Park #236,Port of Spain,53471,Trinidad & Tobago,Port of Spain,3919,Prefer not to say,+1 (868) 977963199467,2018/03/04,70
 Tanesha Singh  ,TANESHA.SINGH@kandk-hair.co,*%N85*$#tGB6,ccd5e85701e2a8fa,1986-11-04,Bamboo Crescent #100,San Fernando,00000,Trinidad & Tobago,Chaguanas,21557,Female,+1 (868) 567814,2016/11,23
Jéssica García,Jssica.Garca@kkhairemporium.com,PhJvBnV0E8&k,32b327c008e19d99,1960/05/19,Seaview Terrace #280,Castries,LC04 101,St. Lucia,Vieux Fort,24922,Male,(427) 89119268,2016/02/13,108
Renée Morris,Rene.Morris@LOYALTY.KKHAIR.COM,Xmn97tJua08g,0ab4808ffaf590ZZ,1987-10-16,Bamboo Crescent #267,Diego Martin,22106,Trinidad & Tobago,Chaguanas,18297,Prefer not to say,2494764,2016/07/24,75
Noël Joseph,NOL.JOSEPH@KKHAIREMPORIUM.COM,DBHrs4!8h&PN,5d57bb8688527033,1985/05/27,Coral Ridge #142,Castries,LC04 101,St. Lucia,Castries,20400,Non-binary,32375083,2017/05/11,40
Anaïs Brathwaite,Anas.Brathwaite@#.LOYALTY.KKHAIR.COM,,,,,,,,,,,,,
Sofía St. Clair,SOFA.CLAIR@kkhairemporium.com,5dBMmK49,cd6f27ef00a75254,1975/01/03,Cedar Park #200,St. Ann,69362,Jamaica,Kingston,24886,Prefer not to say,+ 6445125622208346  ,2017-07-04,16
Devon De la Cruz,DEVON.CRUZ@mail.kkhair.net,zHR jeX^z%tsjWs%W,5fbf317d60bcad5a,1989/05/22,Sunset Blvd #72,St. Peter Basseterre,KN0302,St. Kitts & Nevis,Charlestown,17324,Female,(888) 608110714,2016/12,26
Shanice  Campbell,Shanice.Campbell@loyalty.kkhair.com,!rozw3@@,6722197971ffac85,1965/11/26,Palm Grove #34,Arima,71934,Trinidad & Tobago,Port of Spain,19607,Female,+1 (868) 311265974603,2017/03/11,9
Khadija Johnson,Khadija.Johnson@kandk-hair.co,lk&Ovd1BdHoWSq6v,230b73102e5a27c5,2003/09/26,Sunset Blvd #111,Couva-Tabaquite-Talparo,00000,Trinidad & Tobago,Port of Spain,18536,Female,+1 (868) 9401469613607727,2017/08/01,89
Rashida Clarke,RASHIDA.CLARKE@@loyalty.kkhair.com,doZx1qPieN,8c3f71b2a36740ce,1968/6/10,Palm Grove #245,St. Thomas Lowland,KN0302,St. Kitts & Nevis,Sandy Point,18581,Prefer not to say,(533) 9036385,2017/02/14,12
Sade  Jean-Baptiste,Sade.Jean-Baptiste@kkhairemporium.com,UflN3%EpIYUa,078bb9c9513304%^,1986-03-24,Market Street #281,St. Paul Charlestown,1114,St. Kitts & Nevis,Charlestown,518,Female,+ 7507519267750461  ,2016/11/22,86
Chloë Grant,Chlo.Grant@mail.kkhair.net,aG!kdDXR,fc92894f3e9a629b,1986-11-10,Market Street #27,St. George Basseterre,KN0101,St. Kitts & Nevis,Sandy Point,23556,Non-binary,(735) 64272,2017/02/20,11
D’Andre Singh-Joseph,DAndre.Singh-Joseph@,ftz1a4Lo!h2b,b5aa62682ed550b9,1999/02/13 ,Seaview Terrace #17,St. Michael,BB17001,Barbados,Warrens,20121,Female,84828173,2017-03-08,78
 Kofi van der Kringle  ,Kofi.Kringle@kandk-hair.co,3nrhWKXJ09,ebc5a18b12974be0,2006/12/10,Market Street #222,Port of Spain,TT3363,Trinidad & Tobago,San Fernando,20599,Non-binary,(143) 8255203286591,2016/09,72
Andre Dottin,Andre.Dottin@kkhairemporium.com,3!Cb*C,7903dfec4230a0f3,1958/02/21,Mango Tree Drive #151,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Basseterre,14303,Female,+1 (869) 38767384,2017-10-12,47
Latoya Best,LATOYA.BEST-185@mail.kkhair.net,vHD!fykf,ca3827960ec74ec2,1993-09-15,Queen's Road #45,Arima,00000,Trinidad & Tobago,Port of Spain,22305,Non-binary,+1 (868) 3637437,2016/04/02,9
Tanesha Thompson,Tanesha.Thompson@kkhairemporium.com,0pi nK7Wv,68ef7b938abd9e62,1990/07/26,Queen's Road #91,St. John Figtree,KN0302,St. Kitts & Nevis,Sandy Point,20876,Female,+1 (869) 889438,2016/09/12,85
Latoya Joseph,Latoya.Joseph@kkhairemporium.com,i$eqKKZx^v,e68c1e6d6286226e,1968/08/11,Hibiscus Lane #267,Dennery,LC12 301,St. Lucia,Gros Islet,221,Male,834-911,2018/09/30,74
Zoë Baptiste,Zo.Baptiste@kandk-hair.co,qu!njUSAxU#&,526cf2d17792fec0,1999/3/29,Palm Grove #242,St. Andrew,99877,Jamaica,Spanish Town,16672,Female,(503) 916,2016/06/01,65
Jermaine Singh,Jermaine.Singh@kandk-hair.co,tx5 %mJ2SFOF1%tFw,59d32ad571cf028c,1962/8/5,Sunset Blvd #78,Manchester,43465,Jamaica,Montego Bay,3446,Male,836-248,2018/10/28,23
Anaïs Greenidge,Anas.Greenidge_823@kandk-hair.co,d1yQiE0g2U8L,d87dc77fbd28b7af,1999/06/30,Queen's Road #289,St. Andrew,46251,Jamaica,Spanish Town,7658,Prefer not to say,(883) 744,2016/12/06,79
Andre  Grant,Andre.Grant@MAIL.KKHAIR.NET,9%wQ*j,307ed65907096f82,1994/03/18,Cedar Park #282,Port of Spain,77175,Trinidad & Tobago,San Fernando,3936,Female,61997078393,2017/04/26,38
Aaliyah De la Cruz,AALIYAH.CRUZ@kkhairemporium.com,5UUO8M%WBt,0f0ac1aaf6931c00,1989/01/18,Harbour View #35,St. Philip,BB17001,Barbados,Bridgetown,14434,Prefer not to say,(024) 4569791,2017/08/23,97
Noël Singh,Nol.Singh@LOYALTY.KKHAIR.COM,yIx1cVyE^*uN3ZWg,3ea193906d79e8a3,1990-01-07,Coral Ridge #124,Diego Martin,00000,Trinidad & Tobago,Port of Spain,21461,Male,+1 (868) 944312,2017/02/08,108
Sade  García,Sade.Garca_351@#.mail.kkhair.net,,,,,,,,,,,,,
Jermaine Alleyne,Jermaine.Alleyne@mail.kkhair.net,#Yb%9%2DkMp*,a191998e85e1e4b9,1968/07/04,Harbour View #33,St. George Basseterre,KN0503,St. Kitts & Nevis,Sandy Point,21273,Male,740-7519-3914,2016/01/15,69
Rashida Hernández Brathwaite,Rashida.Brathwaite_574@loyalty.kkhair.com,8TdnyB,5acef9c72ff2c5dd,2002/04/29,Harbour View #120,St. Ann,83624,Jamaica,Kingston,17502,Female,(032) 6249,2017/09/12,32
Tia Holder,Tia.Holder-231@mail.kkhair.net,GRKnqn7W,1257850050b7ca09,1990/10/31,Coral Ridge #215,Arima,00000,Trinidad & Tobago,Chaguanas,5551,Male,+ 1524041  ,2018/07/23,88
José Pérez,Jos.Prez@kandk-hair.co,zECEQ3NtclIGP5YW,5b1d9206292f75db,1974/1/6,Harbour View #190,Dennery,LC12 301,St. Lucia,Gros Islet,24502,Female,038-4672,2017/09/11,9
Anaïs Dottin,Anas.Dottin@kkhairemporium.com,BRHxR3q&2a,279ea2781e82a0b4,1959/08/25,Seaview Terrace #162,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Basseterre,4297,Female,9061195973,2016/11/14,101
Marlon Johnson,Marlon.Johnson@loyalty.kkhair.com,cPGchvAn,1ff70a60178655%^,1987/09/07,Queen's Road #178,St. Philip,BB17001,Barbados,Oistins,9880,Prefer not to say,65783393,2017/08/15,3
Renée Holder-Ramdeen,Rene.Holder-Ramdeen@kandk-hair.co,R9x$F5,02db9c0e9ad5ace0,1969/01/16,Market Street #260,St. John Figtree,6843,St. Kitts & Nevis,Sandy Point,1751,Female,+1 (869) 207520469074,2016/02/12,105
Sofía Charles,Sofa.Charles_306@loyalty.kkhair.com,9Em9k*,032516cf52c84d2c,1992/9/15,Sunset Blvd #15,Soufrière,LC12 301,St. Lucia,Castries,14515,Non-binary,5208313001,2016/06/12,67
Aaliyah Forde,Aaliyah.Forde-303@kkhairemporium.com,IAeWdLsEmY!r,9c88f31c1c1de7fe,1969-10-05,Sunset Blvd #279,Kingston,17859,Jamaica,Kingston,19925,Female,479-8011-7056,2018-05-27,69
Jermaine Dottin,Jermaine.Dottin@kandk-hair.co,J!kcB9^K*Z,6109a66860850e%^,1997/01/15 ,Coconut Walk #229,Vieux Fort,4314,St. Lucia,Gros Islet,23311,Female,+1 (758) 3825117230,2017/12/15,11
D’Andre Browne,DAndre.Browne@kkhairemporium.com,b&$2knvV#c,71caef4234e3c303,1995/09/20,Bay Street #220,San Fernando,00000,Trinidad & Tobago,San Fernando,4988,Prefer not to say,(371) 1070686,2018/06/06,94
Jamal Grant,Jamal.Grant@mail.kkhair.net,LxRwO64W&!9C,b2cc1757f0380b1e,1961/11/17 ,Bamboo Crescent #50,Micoud,LC10 201,St. Lucia,Castries,7326,Female,477259611595,2017/04/15,99
Jéssica Grant,Jssica.Grant@@kkhairemporium.com,lP0Ygyd&hSk%BHzJ,6d7ad1fe79f4983d,1967-12-10,Market Street #252,St. Thomas Lowland,KN0101,St. Kitts & Nevis,Charlestown,13339,Non-binary,(429) 3268348,2016/12/18,42
Kirsten  De  la  Cruz,Kirsten.Cruz@loyalty.kkhair.com,49ACnxR%,ecc78083e88eda54,1990/12/26,Queen's Road #59,St. Thomas,BB17001,Barbados,Bridgetown,15619,Non-binary,713-528,2017/06/17,3
Shanice van der Kringle-García,Shanice.Kringle-Garca@kkhairemporium.com,6%MoC*Fpw63f@&Ez,9548b493c06b793f,1986/8/28,Sunset Blvd #135,Castries,LC04 101,St. Lucia,Castries,21434,Female,+ 73912983  ,2017/10/03,36
Mikaël St. Clair Johnson,Mikal.Johnson@mail.kkhair.net,#Ry am5KI!Gb^,60551c83ca9147ed,1966/05/16,Seaview Terrace #164,St. Paul Charlestown,KN0302,St. Kitts & Nevis,Charlestown,467,Male,+ 8656260  ,2016/01/17,69
Renée Jean-Baptiste,RENE.JEAN-BAPTISTE.254@kkhairemporium.com,&t*Y^9utgyb6,2d556ecc53b82b21,1966/05/20,Independence Ave #86,St. Peter,BB23026,Barbados,Bridgetown,21699,Prefer not to say,+1 (246) 5834926,2018/09/25,34
 Sade Holder  ,Sade.Holder@kandk-hair.co,#S6t$CHZB%m3kdSP,fb604d28192dea51,2000/07/29,Sugar Cane Way #50,St. Thomas Lowland,KN0503,St. Kitts & Nevis,Charlestown,2650,Female,917-2845-8487,2017/06/11,5
Noël Browne,Nol.Browne@loyalty.kkhair.com,xchcT6ck@KAP,44abbd08d003a346,1968/9/1,Independence Ave #151,St. Paul Charlestown,5676,St. Kitts & Nevis,Charlestown,1218,Female,519-0672,2017-07-05,6
Kareem Pérez,Kareem.Prez@mail.kkhair.net,g&BQ4q&d,311d78e9208414__,1997/10/08,Mango Tree Drive #128,St. Peter Basseterre,KN0302,St. Kitts & Nevis,Charlestown,15734,Prefer not to say,(755) 52586,2018/02,46
Zoë Best,Zo.Best@kandk-hair.co,8oCfggwRTHZHRFEK,b4899e0939b1ac66,1993/05/06,Queen's Road #55,St. Peter,BB14000,Barbados,Oistins,12907,Female,875-9559,2016/12/30,120
Renée Thompson,Rene.Thompson.630@mail.kkhair.net,k%anW4,e96c180a4e387d8f,1973/06/08,Coconut Walk #246,St. Thomas,BB17001,Barbados,Oistins,16568,Prefer not to say,618-776,2017/10/09,7
Dwayne Thompson,Dwayne.Thompson_927@mail.kkhair.net,Pyir1c,f9149abedab35d__,1976/09/09,Hibiscus Lane #56,St. Paul Charlestown,KN0503,St. Kitts & Nevis,Charlestown,10061,Female,+ 3459232  ,2018/11/23,95
